2.635000000000000000e+03,6.500000000000000000e+01
2.645000000000000000e+03,6.000000000000000000e+01
2.710000000000000000e+03,5.000000000000000000e+00
2.655000000000000000e+03,3.000000000000000000e+01
2.645000000000000000e+03,6.000000000000000000e+01
2.645000000000000000e+03,6.000000000000000000e+01
2.650000000000000000e+03,5.500000000000000000e+01
2.710000000000000000e+03,5.000000000000000000e+00
2.720000000000000000e+03,0.000000000000000000e+00
2.690000000000000000e+03,1.500000000000000000e+01
2.700000000000000000e+03,1.000000000000000000e+01
2.700000000000000000e+03,1.000000000000000000e+01
2.690000000000000000e+03,1.500000000000000000e+01
2.720000000000000000e+03,0.000000000000000000e+00
2.710000000000000000e+03,5.000000000000000000e+00
2.710000000000000000e+03,5.000000000000000000e+00
2.670000000000000000e+03,2.500000000000000000e+01
2.710000000000000000e+03,5.000000000000000000e+00
2.700000000000000000e+03,1.000000000000000000e+01
2.720000000000000000e+03,0.000000000000000000e+00
2.710000000000000000e+03,5.000000000000000000e+00
2.700000000000000000e+03,1.000000000000000000e+01
2.700000000000000000e+03,1.000000000000000000e+01
